domain,spf_record,reasons,ip4,ip6,include,a,mx,ptr,exists,redirect
0-www.ropercenter.uconn.edu.libredirectorries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librenglishries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librerpies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librfinanceies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librfotoies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librfreebsdies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librircies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librmailserveries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librphpmyadminries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librsipies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librsqlies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librsslries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librticketsries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librturries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.libruat-fmiies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librvpnies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librwebmail2ies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librwww1ies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.librwwwwwwies.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.libtsries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.libukries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.licalraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.lidrupalaries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.lihermesraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.lihkgaries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.liprivateraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.liremote2raries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.listas.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.lstagingbrarstaginges.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.monitor.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.net.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.officeibraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.openbsd-libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.phpibraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.ruraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.shop-accraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.skylineraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.systemlibraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.telework.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.tfsraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.thomsonreutersraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.vermontibraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.webstore.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.wncln.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.wpibraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.edu.www0raries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.ejpu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.enovu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.eonu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.eusu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.kbu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.kundenu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.mailingu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.officeu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.photos.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.poland.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.postmanu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.solarisu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenter.uconn.stage-luxfilmfestproducts.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercenterpriseregistrationter.uconn.edu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercentypoer.uconn.edu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercukter.uconn.edu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercupdatater.uconn.edu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.ropercwww-int-8ter.uconn.edu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.sciencedirect.com.lib.tictacsmyle.com.pl,v=spf1 a mx ~all,"suspicious_domain,deep_subdomain",0,0,0,1,1,0,0,0
0-www.sciencedirect.com.pacificatclassic.utils.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.sciencedirect.com.pacificatclassic.v-corona-is.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.sciencedirect.com.pacificatclassic.v.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.sciencedirect.homepage1.com.pacificatclassic.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.sciencedirect.news.com.pacificatclassic.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.scopus.com.library.barakaban.barakaban.org,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.soils.org.rosi.safaricomjazzfestival.co.ke,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,"suspicious_domain,deep_subdomain",0,1,0,0,0,0,0,0
0-www.springer.com.wam.org.nbahoopstroop.org,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.teachingbooks.net.libcat.org.nbahoopstroop.org,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.thieme-connect.com.innopac.library.org.nbahoopstroop.org,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.thieme-connect.com.libcat.2.attdealer.biz,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,"suspicious_domain,deep_subdomain",0,1,0,0,0,0,0,0
0-www.thieme-connect.com.tiger.org.nbahoopstroop.org,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.thieme-connect.com.ujlink.org.nbahoopstroop.org,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.thieme-connect.de.mercury.doska.attdealer.biz,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,"suspicious_domain,deep_subdomain",0,1,0,0,0,0,0,0
0-www.timesplus.co.uk.skyline.ucdenver.edu,v=spf1 a -all,"suspicious_domain,deep_subdomain",0,0,0,1,0,0,0,0
0-www.usgeography.abc-clio.com.hcdlils.howelllibrary.org,v=spf1 a -all,"suspicious_domain,deep_subdomain",0,0,0,1,0,0,0,0
0-www.webofknowledge.com.busca.doska.attdealer.biz,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,"suspicious_domain,deep_subdomain",0,1,0,0,0,0,0,0
0-www.worldcat.org.library.barakaban.barakaban.org,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www.worldcat.org.wncln.org.barakaban.org,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0-www5f.ropercenter.uconn.edu.libraries.kinepolis.fr,v=spf1 include:spf.kinepolis.com -all,"suspicious_domain,deep_subdomain",0,0,1,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.0.0.1.8.7.b.4.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.4.5.4.0.0.2.1.0.0.0.3.5.7.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.5.0.4.d.3.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.7.d.1.0.0.c.0.9.3.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.4.c.2.0.0.1.0.0.c.d.2.4.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.e.4.3.9.0.a.1.4.0.0.9.1.0.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.1.0.7.0.0.d.1.4.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.1.1.0.8.0.0.d.1.4.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.1.0.6.0.0.d.1.4.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.udun.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.5.0.2.0.0.0.3.5.7.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.3.0.4.0.3.0.0.d.1.4.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.3.0.5.0.2.0.0.0.3.5.7.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.4.0.4.0.4.0.0.d.1.4.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.0.a.0.2.0.0.d.1.4.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.0.b.b.a.e.5.6.a.8.3.0.e.0.4.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.0.4.6.8.4.0.6.8.4.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.0.4.6.8.4.0.b.8.f.7.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.0.c.6.e.0.4.9.3.5.5.a.8.9.0.4.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.2.0.4.d.3.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.2.2.3.0.2.0.0.0.6.1.c.f.2.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.2.5.c.2.0.0.2.2.8.f.4.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.2.c.e.8.0.f.1.0.f.f.4.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.4.5.4.0.0.2.1.0.0.0.3.5.7.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.6.1.c.2.3.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.8.4.c.2.0.0.1.0.0.c.d.2.4.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.9.a.2.d.0.f.1.0.f.f.4.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.a.8.d.4.b.3.0.0.9.f.4.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.a.b.1.0.0.5.0.0.3.2.f.f.2.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.b.3.f.8.0.f.1.0.f.f.4.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.b.6.8.9.c.0.0.0.0.8.7.4.2.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.d.9.4.0.5.0.0.0.8.5.1.1.0.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.e.4.3.9.0.a.1.4.0.0.9.1.0.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.e.a.e.f.0.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.e.c.3.3.b.3.1.0.8.f.4.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.0.udun.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.org,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.0.sophos0.0.0--0--configurepipeline-0.sendsafely.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.4armed.0.0.0.0.sendsafely.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.7.d.1.0.0.c.0.9.3.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.8.0.0.0.0.6.d.8.0.0.4.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.0.sophos0.0.0--0--configurepipeline-0.sendsafely.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.6.1.c.2.3.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.0.0.0.8.4.c.2.0.0.1.0.0.c.d.2.4.0.6.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.1.0.0.a.0.c.8.a.0.f.d.0.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.1.0.2.d.3.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.3.1.e.2.3.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.5.1.c.2.3.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.8.1.c.2.3.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.a.8.d.4.b.3.0.0.9.f.4.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.b.6.8.9.c.0.0.0.0.8.7.4.2.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.0.0.d.0.e.2.3.0.4.f.1.1.1.0.1.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.1.1.0.7.0.0.d.1.4.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.1.2.6.9.0.4.6.0.0.0.0.0.8.0.9.2.c.0.c.0.8.b.6.0.2.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.2.1.7.2.0.4.6.0.0.0.0.0.4.1.0.2.6.1.c.0.8.b.6.0.2.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.4.3.d.0.0.4.6.0.0.0.0.0.3.a.9.2.2.4.c.0.8.b.6.0.2.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.4.4.c.7.9.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.4.d.0.e.0.4.6.0.0.0.0.0.3.a.d.2.5.1.c.0.8.b.6.0.2.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.6.4.a.d.0.4.6.0.0.0.0.0.7.a.e.3.2.1.c.0.8.b.6.0.2.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.d.1.9.4.0.4.6.0.0.0.0.0.f.4.d.1.3.2.c.0.8.b.6.0.2.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.0.0.e.4.6.e.0.4.6.0.0.0.0.0.d.9.7.4.e.1.c.0.8.b.6.0.2.0.a.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
0.0.8.1.0.0.2.zen.ip.fslupdate.com,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
