domain,spf_record,reasons,ip4,ip6,include,a,mx,ptr,exists,redirect
0587742e-idc.tp.ma2e.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05877431-idc.tp.ma2e.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05877433-idc.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587743e-idc.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f20b-static.p01me.com,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f20c-mta.fo.pome.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f215-static.p01me.com,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f219-static.p01me.com,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f21c-static.p01me.com,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f220-mta.fo.pome.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f227-static.p01me.com,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f229-mta.fo.pome.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f22a-mta.fo.pome.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f232-static.p01me.com,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
0587f23a-static.p01me.com,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
058e18.nhacuatui.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
059-00.gamingtechnology.io,v=spf1 -all,"suspicious_domain,abused_tld_ga",0,0,0,0,0,0,0,0
0591234.xyz,v=spf1 include:_mailcust.gandi.net ?all,"suspicious_domain,abused_tld_ga",0,0,1,0,0,0,0,0
059175597.xyz,v=spf1 ip6:fdec:ae16:fda7::/48 -all,"suspicious_domain,abused_tld_xyz",0,1,0,0,0,0,0,0
059823043atw01.node.shdhost.xyz,v=spf1 -all,"suspicious_domain,abused_tld_xyz",0,0,0,0,0,0,0,0
059itm.nhacuatui.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
059t7s.primobolan-cycle.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05ac7s.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05bk3h.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05c49608-idc.tw.dinpw.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c4960f-idc.tw.dinpw.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49611-idc.tw.dinpw.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49620-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49622-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49630-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49637-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c4963e-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c4963f-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49652-idc.th.thpw.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49654-idc.th.thpw.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49664-idc.th.thpow.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c4966d-idc.th.thpow.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c4966d-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49672-idc.th.thpow.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c4967d-idc.th.thpow.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49683-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c49688-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c4969e-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496a2-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496ac-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496b8-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496c0-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496d5-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496da-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496e8-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496ea-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496ef-idc.tw.dinapw.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496f3-mta.on.ma2ep.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c496f5-idc.tw.dinapw.com.br,v=spf1 ip4:5.135.116.0/26 ip4:5.196.150.0/24 ip4:71.19.244.0/24 ip4:92.222.132.224/27 ip4:94.23.77.72/30 ip4:108.163.196.64/28 ip4:128.127.108.128/26 ip4:128.127.110.192/27 ip4:151.80.72.160/27 ip4:176.31.205.128/27 ip4:185.10.59.192/26 -all,many_mechanisms,11,0,0,0,0,0,0,0
05c4mn.autojalan.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05cn18.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05ctzh.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05dgi1.autojalan.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05ek38.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05f67.autojalan.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05ffhb.trangtintucchungcu.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05fs111.03top111.83top111.64top111.25top111.64top111.61top111.91top112.00top112.05top112.09top112.13top112.16top112.19top112.22top112.26top112.29top112.32top112.35top112.34top112.17es111.87ch.836.ch,v=spf1 -all,"suspicious_domain,deep_subdomain",0,0,0,0,0,0,0,0
05gblb.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05gus9.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05h4j2.jiuse6666.xyz,v=spf1 -all,"suspicious_domain,abused_tld_xyz",0,0,0,0,0,0,0,0
05hjrc.vedomosti.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05hqcw.vedomosti.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05i43.titanjel.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05idhr.kenhthongtinchungcu.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05isq5.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05j56p.thegioichungcumoi24h.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05k11.kenhthongtinchungcu.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05k48.autojalan.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05k5pe.kenhthongtinchungcu.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05kbmj.autojalan.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05l42.titanjel.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05l7se.kenhthongtinchungcu.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05l7ss.titanjel.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05luld.ps4-jailbreak.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05lxwm.kenhthongtinchungcu.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05m7e8.titanjel.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05n14.nhacuatui.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05n19.vedomosti.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05nq23.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05ol6s.buynizoral.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05p475.autoinsurancecrew.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05p6ug.freevbuckgenerator.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05p97z.asianewsupdate.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05q68.bpwebmedia.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05rjz.jiuse6666.xyz,v=spf1 -all,"suspicious_domain,abused_tld_xyz",0,0,0,0,0,0,0,0
05rtnq.icheonprostate.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05s7nn.kenhthongtinchungcu.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05sb86.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05sd69.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05ty36.ps4-jailbreak.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05v88.icheonprostate.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05vjv9.gwangjuhorse.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05w41i.buynizoral.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05wrmb.bpwebmedia.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05wwqe.kenhdautubds.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05y7r3.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05yht4.kenhthongtinchungcu.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05ylfv.cfd,v=spf1 -all,"suspicious_domain,abused_tld_cf",0,0,0,0,0,0,0,0
05z59d.bpwebmedia.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
05zown.bpwebmedia.xyz,v=spf1 include:_incspfcheck.mailspike.net -all,"suspicious_domain,abused_tld_xyz",0,0,1,0,0,0,0,0
060001091.xyz,v=spf1 +a +mx +ip4:65.21.196.90 ~all,"suspicious_domain,abused_tld_xyz",1,0,0,0,0,0,0,0
060001098.xyz,v=spf1 +a +mx +ip4:65.21.196.90 ~all,"suspicious_domain,abused_tld_xyz",1,0,0,0,0,0,0,0
060001103.xyz,v=spf1 +a +mx +ip4:65.21.196.90 ~all,"suspicious_domain,abused_tld_xyz",1,0,0,0,0,0,0,0
060001111.xyz,v=spf1 +a +mx +ip4:65.21.196.90 ~all,"suspicious_domain,abused_tld_xyz",1,0,0,0,0,0,0,0
060001115.xyz,v=spf1 +a +mx +ip4:65.21.196.90 ~all,"suspicious_domain,abused_tld_xyz",1,0,0,0,0,0,0,0
